ID,台語羅馬字,台語羅馬字2,台語漢字,華語對譯,英文,pos_h
41182,peh8-hi5-a2,peh8-hu5-a2,白魚仔,;蠹魚;,,Na
41183,peh8-hi5-ku7,peh8-hu5-ku7,白魚舅,;石川氏粗鰭魚;龍宮皇帶魚;,,
41184,peh8-hia7,,白蟻,;白蟻;飛蟻;,,Na
41185,peh8-him5,,白熊,;北極熊;白熊;,,Na
41186,peh8-hiN7-a2,,白耳仔,;白耳畫眉;,,
41187,peh8-hioh8-a2,,白葉仔,;白背葉;白鰱;,,
41188,peh8-hioh8-e7,,白葉下,;裡白巴豆;,,
41189,peh8-hiong-hu3,,白香附,;白香附;,,
41190,peh8-hm5,,白茅,;毛節白茅;,,
41191,Peh8-ho5,,白河,;白河;,,Nc
41192,peh8-hoan5,,白礬,;灰木;明礬;,,Na
41193,peh8-hoat,,白髮,;白髮;,,Na
41194,peh8-hoe2,peh8-he2,白火,;狼煙;烽火;汽燈;,,Na
41195,peh8-hoe-a2,,白花仔,;花鳧;,,
41196,peh8-hoe-chhau2,,白花草,;白花草;倒地柃;,,
41197,peh8-hoe-tin5,,白花藤,;烏面馬;,,
41198,peh8-hoh8,,白鶴,;丹頂鶴;白鶴;,,
41199,peh8-hoh8-chhau2,,白鶴草,;白鶴靈芝;,,
41200,peh8-hou2,,白虎,;白虎;,,Nb
41201,peh8-hou2-chheN,peh8-hou2-chhiN,白虎星,;白虎星;禍水;,,Na;Nb
41202,peh8-hou2-kiaN3,,白虎鏡,;辟邪鏡;,,
41203,peh8-hou2-thng,,白虎湯,;猛藥;,,
41204,peh8-hou5-chio,,白胡椒,;白胡椒;秦椒;,,
41205,peh8-hui3,,白費,;白費;,,VJ
41206,peh8-hun5,,白雲,;白雲;,,Na
41207,peh8-i,,白衣,;白衣;,,Na
41208,peh8-iam5,,白鹽,;白鹽;再製鹽;精製鹽;,,Na
41209,peh8-ian5,,白鉛,;鋅;,,Na
41210,peh8-ioh8,,白藥,;金雞那霜;,,
41211,peh8-ji7,,白字,;別字;俗字;,,Na
41212,peh8-jiat8-hoa3,,白熱化,;白熱化;,,VH
41213,peh8-jin5,,白仁,;白眼珠;眼白;蛋白;鞏膜;,,Na
41214,peh8-jin5-thou5,,白仁土,;瓷土;陶土;,,Na
41215,peh8-jit8,,白日,;白天;,,Nd
41216,peh8-jit8-bang7,,白日夢,;白日夢;,,Na
41217,peh8-ka,,白膠,;鹿角膠;,,
41218,peh8-ka-hiuN,,白膠香,;楓樹;,,Na
41219,peh8-ka-lah8,,白嘉lah8,;真鯛;嘉lah8魚;銅盆魚;,,
41220,peh8-kau2-chan,,白校欑,;青剛櫟;鋸葉長尾栲;,,
41221,peh8-kau7-khak,,白厚殼,;胡桐;瓊崖海棠;,,Na
41222,peh8-kau7-phak,peh8-kau7-phok,白厚朴,;苦蘵;,,
41223,peh8-ke-iu5,peh8-koe-iu5,白雞油,;台灣白蠟樹;台灣梣;澀葉榕;,,
41224,peh8-ke-koan,peh8-koe-koan,白雞冠,;青葙;,,
41225,peh8-kha-te5,,白腳蹄,;白虎星;倒霉鬼;掃把星;,,Nb
41226,peh8-khau2,,白口,;中華叫姑魚;白姑魚;斑鰭白姑魚;,,
41227,peh8-khau2-chhng,,白口瘡,;寄生性口內炎;鵝口瘡;,,Na
41228,peh8-kheng7,,白虹,;白臼;,,
41229,peh8-kho,,白柯,;青楊;柯;鋸葉長尾栲;,,Nb
41230,peh8-khun-chhau2,,白昆草,;益母草;,,
41231,peh8-ki5,,白旗,;白旗;,,
41232,peh8-ki5-chhun,,白其春,;合歡樹;,,
41233,peh8-kim,,白金,;白金;,,Na
41234,peh8-kiok-hoe,,白菊花,;白菊花;,,
41235,Peh8-kiong,,白宮,;白宮;,,Nc
41236,peh8-ko2,,白果,;銀杏;,,Na
41237,peh8-kong2,,白講,;白費唇舌;白說;,,VC
41238,peh8-kou,,白菇,;白菇;白醭;,,
41239,peh8-kou2-teng,,白鼓燈,;小金英;,,
41240,peh8-kou5,,白鰗,;海豚;,,Na
41241,peh8-kou-hi5,peh8-kou-hu5,白姑魚,;白姑魚;,,
41242,peh8-ku2-chhai3,,白韭菜,;韭黃;,,Na
41243,peh8-kui-a2,,白kui仔,;白喉笑鶇;,,
41244,peh8-kut,,白骨,;白骨;,,Na
41245,peh8-lah8,,白蠟,;白蠟;,,Na
41246,peh8-lah8-sah8,,白蠟煠,;淡而無味;,,VH
41247,peh8-lai7-chiang3,,白內障,;白內障;,,Na
41248,peh8-lai7-chiong3,,白內障,;白內障;,,Na
41249,peh8-lam2,,白欖,;橄欖;,,Na
41250,peh8-lan5-hoe,,白蘭花,;白蘭花;,,
41251,peh8-lang5,,白人,;白人;,,Na
41252,peh8-leh-seh,,白leh雪,;白皚皚;純白;雪白;,,A;VH
41253,peh8-lek8,,白鰳,;長鰳;,,
41254,peh8-leng5-si,,白鴒鷥,;大白鷺;小白鷺;中白鷺;牛背鷺;白鷺;白鷺鷥;黃頭鷺;黃鷺;鷺鷥;,,Na
41255,peh8-leng-tin5,,白奶藤,;軟枝黃蟬;,,
41256,peh8-li2,,白里,;白地;,,
41257,peh8-li7,,白字,;別字;,,Na
41258,peh8-li7-a2,,白字仔,;潮劇;,,
41259,peh8-liak-siak,,白liak-siak,;白皚皚;,,VH
41260,peh8-lian5,,白聯,;輓聯;,,Na
41261,peh8-lian5-a2,,白鰱仔,;白鰱;,,
41262,peh8-lian5-hoe,,白蓮花,;羅芙木;,,
41263,peh8-liau2,,白了,;白耗;白費;枉費;空耗;,,VJ;VH
41264,peh8-liau2-kang,,白了工,;白費功夫;枉費工夫;,,
41265,peh8-liau2-lat8,,白了力,;白費力氣;,,
41266,peh8-lin5,,白仁,;眼白;,,Na
41267,peh8-liong5-chiam,,白龍占,;龍占;,,
41268,peh8-lou7,,白露,;白露;,,Nd
41269,peh8-mng5-a2,,白毛仔,;白子;,,Na
41270,peh8-moa5,,白麻,;白胡麻;白麻;,,
41271,peh8-moa5,,白鰻,;日本鰻;糯鰻;,,
41272,peh8-moa5-hi5,peh8-moa5-hu5,白鰻魚,;鰻鱺;,,
41273,peh8-mou,,白毛,;南方舵魚;蘭勃舵魚;,,
41274,peh8-mou5,,白毛,;黑瓜子;,,
41275,peh8-mou5-tin5,,白毛藤,;白英;,,
41276,peh8-niau2-chhi2,peh8-niau2-chhu2,白老鼠,;天竺鼠;白老鼠;,,Na
41277,peh8-noa7,,白瀾,;白沫;,,Na
41278,peh8-oe7,,白話,;白話;,,VH
41279,peh8-oe7-ji7,,白話字,;白話字;教會羅馬拼音字;羅馬字;,,Na
41280,peh8-pak,,白腹,;白腹鯖;高麗馬加鰆;,,
41281,peh8-pan,,白斑,;白斑;,,Na
41282,peh8-pau,,白包,;香奠;奠儀;,,Na
41283,peh8-peh8,,白白,;平白;白白地;,,Dh
41284,peh8--peh8-chiah8,,白白食,;白嘴兒;光吃白飯;,,
41285,peh8-peh8-khoaN3,,白白看,;眼看;,,VE
41286,peh8-peh8-liau2,,白白了,;平白損失;,,
41287,peh8-phaN3-hong5,,白冇hong5,;臭杏;,,
41288,peh8-phau-phau,,白泡泡,;白皙;,,VH
41289,peh8-phe,peh8-phoe,白批,;白肉;肥肉;,,Na
41290,peh8-pheh8-noa7,,白沫瀾,;白沫;,,Na
41291,peh8-phiN7-ba5,,白鼻狸,;果子狸;,,
41292,peh8-phiN7-hiuN,,白鼻香,;果子狸;,,
41293,peh8-phiN7-sim,,白鼻心,;白鼻心;果子狸;,,
41294,peh8-pho,,白波,;白沫;,,Na
41295,peh8-phoe5-su,peh8-phe5-su,白皮書,;白皮書;,,Na
41296,peh8-phoeh8-noa7,,白phoeh8瀾,;白口沫;,,
41297,peh8-phong5-phong5,,白蓬蓬,;白茫茫;,,VH
41298,peh8-pho-pho,,白波波,;白茫茫;,,VH
41299,peh8-phu2,,白phu2,;犬白;白醭;涅白;,,
41300,peh8-phu2,,白昲,;灰白;,,A
41301,peh8-png7,,白飯,;白飯;,,Na
41302,peh8-png7-chhau2,,白飯草,;火炭母;,,
41303,peh8-pou3,,白布,;白布;,,
41304,peh8-pou3-liau5,,白布條,;繃帶;,,Na
41305,peh8-pou-kiuN,,白埔姜,;大葉溲疏;揚波;蔓荊子;,,
41306,peh8-pu5-a2,,白匏仔,;白背葉;,,
41307,peh8-sah8,,白sah8,;用白煮;熗;,,
41308,peh8-sah8-bah,,白sah8肉,;白肉;,,
41309,peh8-sah8-bah,,白煠肉,;白肉;,,
41310,peh8-sah8-chui2,,白sah8水,;白湯;,,
41311,peh8-sah8-ke,peh8-sah8-koe,白煠雞,;白斬雞;,,
41312,peh8-sai-iuN5,,白西洋,;洋布;洋紗;,,
41313,peh8-sam,,白杉,;台灣華山松;,,
41314,peh8-sang3,,白送,;白送;,,VD
41315,peh8-seh,,白雪,;白雪;,,Na
41316,peh8-sek,,白色,;白色;,,Na
41317,peh8-si2-sat,,白死殺,;蒼白;,,VH
41318,peh8-si2-si2,,白死死,;蒼白;,,VH
41319,peh8-siak-siak,,白siak-siak,;白皚皚;,,VH
41320,peh8-siak-siak,,白皙皙,;白晃晃;雪白;,,VH
41321,peh8-siak-siak,,白爍爍,;白皚皚;閃閃發亮;,,VH
41322,peh8-siam2-siam2,,白閃閃,;閃閃發亮;,,
41323,peh8-sian2,,白癬,;白禿風;白癬;,,Na
41324,peh8-sian7,,白鱔,;鱸鰻;,,
41325,peh8-sian7-thou5,,白墡土,;大白;瓷土;陶土;,,Na;VH
41326,peh8-sih-siak,,白sih-siak,;白花花;雪白;潔白;,,VH
41327,peh8-sih-siak,,白熠皙,;白晃晃;,,
41328,peh8-sih-sih,,白熾熾,;白花花;,,VH
41329,peh8-si-kaiN5,,白絲個,;慘白;,,VH
41330,peh8-sin,,白身,;便衣;,,Na
41331,peh8-siN3-a2,,白扇仔,;招潮蟹;,,
41332,peh8-sin-lang5,,白身人,;布衣;平頭百姓;白丁;,,Na
41333,peh8-sit8-a2,,白翅仔,;淺海狐鮫;,,
41334,peh8-si-thang5,,白絲蟲,;蠐螬;,,
41335,peh8-soa,,白砂,;白砂;,,Na
41336,peh8-soa-tiau5,,白鯊條,;白鯊貂鮫;,,
41337,peh8-sou3-eng,,白素英,;山素英;,,
41338,peh8-sou-eng,,白蘇英,;山素英;,,
41339,peh8-tai3,,白帶,;白帶;,,Na
41340,peh8-tan2,,白等,;乾等;,,VH
41341,peh8-tau7,,白豆,;白豆;,,
41342,peh8-tek-a2-pou3,,白竹仔布,;竹布;,,
41343,peh8-than3,,白賺,;白賺;,,VC
41344,peh8-thau5-a2,,白頭仔,;白頭鶇;,,
41345,peh8-thau5-chhau2,,白頭草,;鼠麴;,,
41346,peh8-thau5-iau7,,白頭鷂,;澤鵟;,,
41347,peh8-thau5-khok-a2,,白頭khok仔,;白頭翁;,,Na
41348,peh8-thau5-mng5,,白頭毛,;白髮;,,Na
41349,peh8-thau5-ong,,白頭翁,;灰椋鳥;,,
41350,peh8-theh,,白澈,;白淨;,,VH
41351,peh8-theh,,白裼,;白淨;,,VH
41352,peh8-thiap,,白帖,;訃聞;,,Na
41353,peh8-thiap-a2,,白帖仔,;訃聞;,,Na
41354,peh8-thih,,白鐵,;白鐵;,,Na
41355,peh8-thih-a2,,白鐵仔,;不銹鋼;,,
41356,peh8-thng5,,白糖,;白糖;,,Na
41357,peh8-tho5,,白桃,;桃樹;,,Na
41358,peh8-thoaN3,,白湠,;白喉;,,Na
41359,peh8-thou5,,白土,;瓷土;,,Na
41360,peh8-thun,,白吞,;乾吞;,,
41361,peh8-tiau3-cheng,,白吊鐘,;白臼;,,
41362,peh8-tiau5-a2,,白條仔,;粲條;,,
41363,peh8-tim5-hiuN,,白沉香,;鐵冬青;,,
41364,peh8-tio7,,白銚,;白禿風;白斑;白癜風;白癬;花斑癬;,,Na
41365,peh8-tit8,,白直,;死心眼;愚直;,,VH
41366,peh8-to,,白刀,;白帶魚;,,
41367,peh8-toa3,,白帶,;白帶;,,Na
41368,peh8-toa3-hi5,peh8-toa3-hu5,白帶魚,;白帶魚;,,
41369,peh8-toaN5,,白檀,;灰木;檀香;,,Na
41370,peh8-to-hi5,peh8-to-hu5,白刀魚,;白帶魚;,,
41371,peh8-tong5,,白桐,;台灣桐;白桐;,,
41372,peh-an-chhiu7,,柏安樹,;烏臼;,,
41373,peh-ban7-a2,poeh-ban7-a2,八萬仔,;松鴉;橿鳥;,,
41374,peh-chhiuN5,,peh牆,;爬牆;,,VA
41375,peh--goeh8,poeh--geh8,八月,;八月;,,
41376,peh-goeh8-cheh,poeh-geh8-choeh,八月節,;中秋節;,,Nd
41377,peh-goeh8-jit8,poeh-geh8-jit8,八月日,;八個月;,,
41378,peh-ha,,peh哈,;打哈欠;,,VA
41379,peh-hah8,,掰哈,;打哈欠;哈欠;,,VA;Na
41380,peh-hah8-a2,,掰笚仔,;八色鳥;,,
41381,peh-hap8,,百合,;野百合;,,Na
41382,Peh-ho7-hun-ki,,八號分機,;八號分機;,,Nc
41383,peh-hou2-niau,,扒虎貓,;扮鬼臉;裝鬼臉;,,VA
41384,peh-ji7,poeh-ji7,八字,;八字;生辰八字;庚帖;,,Na
41385,peh-ji7-mia7,poeh-ji7-mia7,八字命,;命運;,,Na
41386,peh-ji7-tang7,poeh-ji7-tang7,八字重,;八字重;,,
41387,peh-ji7-thiap,poeh-ji7-thiap,八字帖,;庚帖;,,Na
41388,peh-kak,poeh-kak,八角,;大茴香;八角;,,
41389,peh-kak-eng,poeh-kak-eng,八角鷹,;黑田氏鵰頭鷹;鵰頭鷹;,,
41390,peh-kak-hiuN,poeh-kak-hiuN,八角香,;八角茴香;大茴香;,,Na
41391,peh-kak-lian5,poeh-kak-lian5,八角蓮,;八角蓮;,,
41392,peh-khak,,剝殼,;剝殼;,,
41393,peh-khi2-kha,,peh起腳,;拔腿;,,VA
41394,peh--khi2-lai5,,peh起來,;爬起來;,,VR
41395,peh-khui,,剝開,;剝開;,,VR
41396,peh-kia7,,peh崎,;上坡;爬坡;,,VA;Nc
41397,peh-koaiN5,,peh懸,;登高;,,VA
41398,peh-koan5-peh-ke7,,peh高peh低,;爬上爬下;,,
41399,peh-kong,,伯公,;公公;伯公;伯祖;伯祖父;,,Na
41400,peh-kong-chou2,,伯公祖,;曾祖父;,,Na
41401,peh-kou3-goeh8,poeh-kou3-geh8,八個月,;八個月;,,
41402,peh-lang5-kng,poeh-lang5-kng,八人扛,;八抬大轎;,,
41403,peh-li7-thiap,poeh-li7-thiap,八字帖,;庚帖;,,Na
41404,Peh-lim5,,柏林,;柏林;,,Nc
41405,peh-m2,,伯姆,;伯母;,,Na
41406,peh-pak,,扒腹,;苦悶;焦慮;憂慮;,,VK;VH
41407,peh-pak,,憋腹,;苦悶;牽掛;操心;擔心;擔憂;擔懮;懮心;懮慮;,,VK;VJ;VH
41408,peh-peN,,扒拼,;拮据;,,VH
41409,peh-phoa3,,擘破,;剝破;擘破;,,
41410,peh-phoa3-bin7,,掰破面,;撕破臉;,,
41411,peh-phoe5,peh-phe5,掰皮,;剝皮;,,VB
41412,peh-phoe5,peh-phe5,擘皮,;剝皮;,,VB
41413,peh-po5,,伯婆,;伯祖母;伯婆;,,Na
41414,peh-pou2-saN,,百補衫,;百衲衣;,,Na
41415,peh-pou7,poeh-pou7,八步,;小動作;,,
41416,peh-puih8,,扒拔,;困頓;拮据;悲慘;,,VH
41417,peh-seN3,,百姓,;百姓;,,Na
41418,peh-seN3-lang5,,百姓人,;平民;平頭百姓;百姓;百姓人家;,,Na
41419,peh-si3-thian2,,扒四展,;大仰八叉;四仰八叉;仰八叉;,,
41420,peh-siaN5,poeh-siaN5,八成,;八成;,,Db;Nf
41421,peh-sim-peh-koaN,,憋心憋肝,;操心;,,VK
41422,peh-siN3,,百姓,;百姓;,,Na
41423,peh-siN3-lang5,,百姓人,;平民;百姓;,,Na
41424,peh-soaN,,peh山,;爬山;,,VA
41425,peh-soaN-hou2,,peh山虎,;地錦;,,
41426,peh-tiau,poeh-tiau,八鵰,;黑田氏鵰頭鷹;,,
41427,pek,,pek,;烤;,,VC
41428,pek,,迫,;急;,,Dd;VH
41429,pek,,逼,;逼;逼迫;,,VF
41430,pek8,,舶,;舶;,,b
41431,pek8,,愎,;愎;,,b
41432,pek8-gan2,,白眼,;白眼;,,Na
41433,pek8-jit8,,白日,;白天;白日;,,Na;Nd
41434,pek8-lek8,,啪靂,;喀嚓;,,Dh
41435,pek8-sia5-toan7,peh8-choa5-toan7,白蛇傳,;白蛇傳;,,Nb
41436,Pek8-sia5-toan7,,白蛇傳,;白蛇傳;,,Nb
41437,pek8-siu2,,白首,;白首;,,
41438,pek8-tai3,,白帶,;白帶;,,Na
41439,pek-an5,,逼an5,;逼緊;,,
41440,pek-ap,,逼壓,;逼壓;,,
41441,pek-chau2,,逼走,;逼走;,,VC
41442,pek-che3,,逼債,;逼債;,,
41443,pek-chhiat,,迫切,;迫切;,,VH
41444,pek-chhu2,,逼取,;逼取;,,
41445,pek-chhut,,逼出,;逼出;,,VR
41446,pek-chian3-pek-seng3,,百戰百勝,;百戰百勝;,,VH
41447,pek-chin,,逼真,;逼真;,,VH
41448,pek-chiok,,伯爵,;伯爵;,,Na
41449,pek-chu2-lian5,,百子蓮,;百子蓮;,,
41450,pek-hai7,,迫害,;迫害;,,VC
41451,pek-hap8,,百合,;台灣百合;,,
41452,pek-hap8-hoe,,百合花,;台灣百合;百合花;,,Na
41453,pek-i5,pek-u5,迫於,;迫於;,,VJ
41454,pek-iap8,,百葉,;重瓣胃;,,
41455,pek-iap8-hoe,,百葉花,;重瓣花;,,
41456,pek-iap8-tou7,,百葉肚,;百葉肚;重瓣胃;,,
41457,pek-iu5,,柏油,;柏油;,,Na
41458,pek-jiat8,,迫熱,;中暑;,,VH
41459,pek-jit8-hong5,pah-jit8-ang5,百日紅,;千日紅;,,
41460,pek-joah8,,逼熱,;炎熱;,,VH
41461,pek-ke3,,逼嫁,;逼嫁;,,
41462,pek-keng,,逼供,;逼供;,,VB
41463,pek-khang,,逼空,;敗露;,,VH
41464,pek-khau2-bok8-pian7,,百口莫辯,;百口莫辯;,,VH
41465,pek-khau2-keng,,逼口供,;逼供;,,VB
41466,pek-kho-choan5-su,,百科全書,;百科全書;,,Na
41467,pek-ki5-sau3,,百期嗽,;百日咳;,,Na
41468,pek-kin7,pek-kun7,迫近,;迫近;,,VC
41469,pek-kin7,pek-kun7,逼近,;逼近;,,VC
41470,pek-koaN2,,逼趕,;驅迫;驅趕;,,VF;VC
41471,pek-lang5,,逼人,;逼人;,,VH
41472,pek-leng5-chiau2,,百靈鳥,;百靈鳥;雲雀;,,Na
41473,Pek-lim5-ui5-chhiuN5,,柏林圍牆,;柏林圍牆;,,Nc
41474,pek-mia7,,逼命,;催命;,,
41475,pek-mng7,,逼問,;逼問;,,
41476,pek-oa2,,迫倚,;迫近;,,VC
41477,pek-oa2,,逼倚,;逼近;臨近;,,P1;VC;VJ
41478,pek-pa,,pek巴,;烤巴;,,
41479,pek-put-tit-i2,,逼不得已,;逼不得已;,,VH
41480,pek--si2,,逼死,;逼死;,,VC
41481,pek-siat8-niau2,,百舌鳥,;紅頭伯勞;,,
41482,pek-tho2,,逼討,;催討;,,VD
41483,pek--tioh8,,逼著,;不得已;,,VH
41484,pek-tiong7,,伯仲,;伯仲;,,Nh
41485,pe-leng5-a2,,菠菱仔,;菠菜;,,Na
41486,pe-leng5-chhai3,,菠薐菜,;菠菜;,,Na
41487,peN,,繃,;拉緊;張蓋;繃緊;,,VR
41488,peN3,,柄,;把手;柄;,,Na;Nf
41489,peN5,piN5,平,;平;撈;一樣;,,VC;Da;Nf;Ng;VH
41490,peN5,,坪,;坪;,,Nf
41491,peN5,,棚,;棚;,,b
41492,peN5-bin7,piN5-bin7,平面,;平面;,,Na
41493,peN5-che5,piN5-choe5,平齊,;平均;整齊;,,VH
41494,peN5-che7-hoe3,piN5-choe7-he3,平濟歲,;同年;同歲;,,Nd;VH
41495,peN5-che7-khia7,piN5-che7-khia7,平坐khia7,;平起平坐;,,
41496,peN5-che7-khia7,piN5-che7-khia7,平坐徛,;平起平坐;地位平等;,,
41497,peN5-chhia-chhia,piN5-chhia-chhia,平車車,;平滑;車;,,Na;Nb;VH
41498,peN5-chhiu2,piN5-chhiu2,平手,;平手;,,VH
41499,peN5-chhu3-a2,piN5-chhu3-a2,平厝仔,;平房;,,Na
41500,peN5-chiaN3,piN5-chiaN3,平正,;公平;持平;公正;公道;,,Na;VH
41501,peN5-chiaN3-lun7,piN5-chiaN3-lun7,平正論,;持平之言;,,
41502,peN5-heng5,piN5-heng5,平衡,;平衡;,,VH
41503,peN5-hoe3,piN5-he3,平歲,;同年;同庚;,,Nd;VH
41504,peN5-hoe3,piN5-he3,平歲,;同年;同歲數;,,Nd;VH
41505,peN5-hun7,piN5-hun7,平份,;同等份;等份;,,
41506,peN5-iu3-iu3,piN5-iu3-iu3,平幼幼,;一平如鏡;,,
41507,peN5-iuN5,piN5-iuN5,平洋,;平地;平原;,,Na
41508,peN5-iuN5,piN5-iuN5,平陽,;平原;,,Na
41509,peN5-ke3,piN5-ke3,平價,;同價;,,
41510,peN5-ke-chhu3,piN5-ke-chhu3,平家厝,;平房;,,Na
41511,peN5-kha,,棚腳,;戲台下;,,
41512,peN5-khoaN3,piN5-khoaN3,平看,;平;,,VC;VH
41513,peN5-kiaN5,piN5-kiaN5,平行,;平;,,VC;VH
41514,peN5-koe3,piN5-ke3,平過,;平手;,,VH
41515,peN5-liu-liu,piN5-liu-liu,平溜溜,;平坦;,,VH
41516,peN5-lou7,piN5-lou7,平路,;平路;坦途;,,Na
41517,peN5-na5,piN5-na5,平林,;平林;,,Na
41518,peN5-pai5,piN5-pai5,平排,;平列;並列;並排;併排;,,VA;VG;VH
41519,peN5-pang7,piN5-pang7,平棒,;公平;公正;四平八穩;平均;平衡;持平;流暢;,,VH
41520,peN5-peN5,piN5-piN5,平平,;一樣的;平平的;一般;一樣;平平;平坦;同樣;均等;持平;相等;,,Db;A;Da;Nf;Ng;VH
41521,peN5-phiN7-a2,piN5-phiN7-a2,平鼻仔,;塌鼻子;,,
