ID,台語羅馬字,台語羅馬字2,台語漢字,華語對譯,英文,freq,pos_h
24082,kau3-kui,,教規,;教規;禮教;,,994,Na
24083,kau3-lat8,,夠力,;夠勁;,,697,
24084,kau3-lek8,,較力,;較力;,,1196,
24085,kau3-lian7,,教練,;教練;,,882,Na
24086,kau3-mi5-kau3-kak,,夠鋩夠角,;精巧;,,953,VH
24087,kau3-oan5,,教員,;教員;,,949,Na
24088,kau3-oat8,,校閱,;校閱;,,519,VC
24089,kau3-phai3,,教派,;教派;,,848,Na
24090,kau3-pian,,教鞭,;教鞭;,,822,Na
24091,kau3-pong7,,夠磅,;足夠;夠勁;極限;極點;,,893,Nc;Na;VH
24092,kau3-pun2,,到本,;夠本;,,1683,VH
24093,kau3-pun2,,夠本,;夠本;,,871,VH
24094,kau3-sek,,夠熟,;黃熟;,,1083,
24095,kau3-sek,,教室,;教室;,,1161,Na
24096,kau3-sek8,,夠熟,;成熟;,,956,VH
24097,kau3-sek8-chui2,,夠熟水,;成熟;,,1593,VH
24098,kau3-sek-chui2,,到熟水,;成熟;,,2598,VH
24099,kau3-si5,,到時,;及期;到時;屆時;,,3308,Dd
24100,kau3-siu7,,教授,;教授;,,987,Na
24101,kau3-sou2-chai7,,到所在,;隨處;,,4156,Dg
24102,kau3-su,,教師,;教師;,,1275,Na
24103,kau3-su-chiat,,教師節,;教師節;,,1549,Nd
24104,kau3-taN,,到taN,;至今;於今;,,1753,Dd
24105,kau3-taN,,到今,;如今;至今;,,2004,Dd;Nd
24106,kau3-taN,,到旦,;至今;,,1696,Dd
24107,kau3-tang7,,夠重,;夠重;,,937,
24108,kau3-te2,kau3-toe2,到底,;到底;,,3133,Db
24109,kau3-te3,,到地,;到達;抵達;,,2909,VC
24110,kau3-teng3,,校訂,;校訂;,,567,VC
24111,kau3-teng5,,教廷,;教廷;,,974,Nc
24112,kau3-thang,,夠通,;足以;,,1065,VJ
24113,kau3-thau3-te2,kau3-thau3-toe2,到透底,;徹底;,,2018,VH
24114,kau3-thiam2,,夠殄,;夠受的;夠累的;,,2226,VH
24115,kau3-thiam2-thau5,,夠忝頭,;夠戧;,,1347,
24116,kau3-thoan5,,教團,;教團;,,828,Na
24117,kau3-tiau5,,教條,;教條;,,1137,Na
24118,kau3-tng5,,教堂,;教堂;,,1043,Nc
24119,kau3-to7,,教導,;教導;,,1095,VC
24120,kau3-toaN5,,教壇,;教壇;,,779,
24121,kau3-tok,,教督,;管教;,,931,VC
24122,kau3-tong3,,夠擋,;限限;,,588,
24123,kau3-tui3,,校對,;校對;,,2187,VC
24124,kau3-ui7,,到位,;到達;抵達;,,2679,VC
24125,kau5,,猴,;姘夫;姦夫;猴;猴子;,,606,Na;b
24126,kau5-a2,,猴仔,;猴子;,,1214,Na
24127,kau5-bin7-eng,,猴面鷹,;草鴞;,,1163,
24128,kau5-bo2,kau5-bu2,猴母,;淫婦;,,805,Na
24129,kau5-bo7,,猴帽,;風帽;,,648,
24130,kau5-gin2-a2,,猴囡仔,;小鬼頭;小蘿蔔頭;毛崽子;兔崽子;猴崽子;蘿蔔頭;,,2085,Na
24131,kau5-he5,,猴蝦,;沙蝦;,,489,
24132,kau5-hoaN-hi2,,猴歡喜,;杜英;海檬果;琉球夾竹桃;,,1148,
24133,kau5-kang,,猴公,;姦夫;,,633,Na
24134,kau5-kiuN,,猴姜,;槲蕨;,,334,
24135,kau5-ko,,猴哥,;姘夫;姦夫;,,625,Na
24136,kau5-kun2,,猴滾,;鬧著玩兒;,,1585,
24137,kau5-lang5,,猴人,;傢伙;,,2119,Na
24138,kau5-lang7,,猴弄,;名堂;把戲;戲法;,,1446,Na
24139,kau5-lat8,,猴栗,;台灣栲;,,857,
24140,kau5-lek8,,猴栗,;栓皮櫟;,,602,
24141,kau5-ni5,,猴年,;猴年;,,1079,Nd
24142,kau5-peN,,猴peN,;好計較的;,,2581,
24143,kau5-san,,猴山,;台灣獮猴;猴子;,,1575,Na
24144,kau5-san,,猴猻,;猴子;,,776,Na
24145,kau5-seng5,,猴神,;急性子;猴急相;,,1094,Na
24146,kau5-siang3,,猴相,;猴急相;,,864,
24147,kau5-sin5,,猴神,;反反覆覆;反覆無常;,,1212,VH
24148,kau5-sng2,,猴爽,;疳症;,,471,
24149,kau5-tan-a2,,猴仃仔,;骨頭架子;,,1619,Na
24150,kau5-thau5-chhi2-hi7,kau5-thau5-chhu2-hi7,猴頭鼠耳,;獐頭鼠目;,,1720,VH
24151,kau5-tho5-a2,,猴桃仔,;奇異果;獼猴桃;,kiwi fruit;,715,Na
24152,kau5-un2,,猴蚓,;蚯蚓;,,489,Na
24153,kau7,,厚,;多;厚;厚實;猖獗;濃;濃厚;,,1720,Ne;Da;Df;VH
24154,kau7-bah,,厚肉,;肥碩;,,652,VH
24155,kau7-bah-a2,,厚肉仔,;九節木;,,1485,
24156,kau7-bin7-khang2,,厚面孔,;厚臉皮;,,884,VH
24157,kau7-bin7-phoe5,kau7-bin7-phe5,厚面皮,;老臉;厚顏;老著臉皮;厚臉皮;厚顏無恥;涎著臉;,,1915,Na;VH
24158,kau7-boah8-chhai3,,厚茉菜,;葉甜菜;,,800,
24159,kau7-bong5,,厚濛,;濃霧;,,462,Na
24160,kau7-chat8,,厚實,;厚實;,,536,VH
24161,kau7-cheng3-thau5,,厚症頭,;毛病多;,,2190,
24162,kau7-che-tai2,,厚渣滓,;澱渣多;囉唆;,,1731,VH
24163,kau7-chhau-hoan5,,厚操煩,;多慮;杞人憂天;神經質;,,2779,VH
24164,kau7-chhi3,,厚刺,;刺多;,,1590,
24165,kau7-chhiu2-sioh8,,厚手液,;汗手;,,1002,
24166,kau7-chhui3-chih8,,厚嘴舌,;長舌;,,1242,VH
24167,kau7-chhui3-hoe,,厚嘴花,;嘴巴甜;,,1487,
24168,kau7-chhut-thau5,,厚齣頭,;名堂多;,,2200,
24169,kau7-chiu2,,厚酒,;烈酒;濃酒;,,635,Na
24170,kau7-gian5-gi2,kau7-gian5-gu2,厚言語,;多嘴;話多;饒舌;,,2152,VH
24171,kau7-heng7,,厚行,;工心計;多心;奸詐;狡猾;,,2073,VH
24172,kau7-hoan5-lo2,,厚煩惱,;杞人憂天;瞎操心;,,2145,VH
24173,kau7-hou7,,厚雨,;多雨;,,1938,
24174,kau7-hou7-chui2,,厚雨水,;雨水多;,,2794,
24175,kau7-hun,,厚熏,;煙絲;,,534,Na
24176,kau7-hun,,厚薰,;烈煙;,,526,
24177,kau7-hun-chhoe,kau7-hun-chhe,厚熏吹,;吸煙管;,,1103,
24178,kau7-jio7,,厚尿,;頻尿;,,406,
24179,kau7-kang,,厚工,;勞力密集;費工;費工夫;費事;費時;,,1209,VH
24180,kau7-khak-a2,,厚殼仔,;六線雀鯛;豆娘魚;赤松毬;刺棘鱗魚;厚殼樹;扁柏;臭娘子;,,2092,Na
24181,kau7-khak-hi5,kau7-khak-hu5,厚殼魚,;平頷lah8;,,806,
24182,kau7-khak-teng,,厚殼丁,;刺棘鱗魚;,,828,
24183,kau7-khau2-chih8,,厚口舌,;饒舌;,,774,VH
24184,kau7-khian3,,厚掔,;多所忌諱;忌諱多;迷信;彆扭;,,1732,VK;VH
24185,kau7-khian3-sng2,,厚掔損,;迷信;,,690,VK
24186,kau7-khian3-thau5,,厚掔頭,;善於逢迎;,,1205,
24187,kau7-khio3-tio7,,厚徼兆,;迷信;,,690,VK
24188,kau7-khoe-hai5,,厚詼諧,;毛病多;名堂多;滑稽;,,1666,VH
24189,kau7-ki-hioh8,,厚枝葉,;繁文縟節;,,1038,Na
24190,kau7-kou,,厚菇,;冬菇;,,538,Na
24191,kau7-le2,,厚禮,;厚禮;,,559,Na
24192,kau7-le2-sou3,,厚禮數,;多禮;煩文縟節;,,1917,VH
24193,kau7-li7,,厚利,;厚利;,,662,Na
24194,kau7-mou5-peN7,kau7-mou5-piN7,厚毛病,;毛病多;,,1598,
24195,kau7-oe7,,厚話,;多話;多嘴;話多;廢話;饒舌;,,2325,Na;VH
24196,kau7-oe7-sai2,,厚話屎,;閒話多;話多;嘴碎;,,2485,VH
24197,kau7-peN7,kau7-piN7,厚病,;多病;,,1522,
24198,kau7-peN7-thiaN3,kau7-piN7-thiaN3,厚病痛,;多災多病;,,1590,
24199,kau7-phiah,,厚癖,;偏癖;,,355,
24200,kau7-phoe5,kau7-phe5,厚皮,;皮厚;,,556,VH
24201,kau7-phoe5-ang3,kau7-phe5-ang3,厚皮甕,;厚臉皮;,,735,VH
24202,kau7-phoe5-chhai3,kau7-phe5-chhai3,厚皮菜,;牛皮菜;葉甜菜;,,976,
24203,kau7-phoe5-hiuN,kau7-phe5-hiuN,厚皮香,;厚皮香;,,913,
24204,kau7-phoe5-kui,kau7-phe5-kui,厚皮kui,;駝背五稜鎧魨;,,1167,
24205,kau7-poh8,,厚薄,;薄厚;,,518,
24206,kau7-sai2,,厚屎,;彆扭;,,581,VH
24207,kau7-saN,,厚衫,;厚衣;,,1897,
24208,kau7-seng3-te7,kau7-seng3-toe7,厚性地,;易怒;氣性;暴脾氣;壞脾氣;,,1673,Na
24209,kau7-sim-su,,厚心思,;多慮;,,2316,
24210,kau7-sim-su7,,厚心思,;一肚子鬼;工心計;心機詭詐;多心;富心機;詭計多端;,,4030,VH
24211,kau7-soa-sap,,厚沙屑,;不乾脆;毛病多;,,2871,
24212,kau7-su7-lou7,,厚事路,;毛病多;多災多病;多事;麻煩多多;,,2662,VH
24213,kau7-su7-sai2,,厚事屎,;毛病多;,,2134,
24214,kau7-tai7-chi3,,厚代誌,;多事;,,2346,VH
24215,kau7-te5,,厚茶,;濃茶;,,658,Na
24216,kau7-tham5,,厚痰,;多痰;,,1359,
24217,kau7-thut-thut,,厚thut-thut,;很厚;,,1772,
24218,kau7-tou7,,厚度,;厚度;,,587,Na
24219,kau7-tun5,,厚唇,;黑鯛;,,489,
24220,kau7-tut-tut,,厚篤篤,;厚厚的;厚墩墩;,,1586,
24221,kau-a2,,溝仔,;水溝;,,1348,Na
24222,kau-a2,,鉤仔,;鉤子;,,1239,Na
24223,kau-am5,,溝涵,;水溝;暗渠;暗溝;,,727,Nc;Na
24224,kau-boe2,kau-be2,交尾,;交尾;交配;,,1364,VA
24225,kau-cha-bou2,,kau查某,;交女朋友;,,1433,
24226,kau-che3,,交際,;交際;,,634,VA
24227,kau-che3-bu2,,交際舞,;交際舞;,,828,
24228,kau-cheng5,,交情,;交情;,,1019,Na
24229,kau-chhah,,交插,;穿插;,,719,VC
24230,kau-chham,,交參,;往來;參錯;參雜;牽涉;,,1506,VA;VC;VB;VJ;VH
24231,kau-chham,,交摻,;混雜;,,596,VJ
24232,kau-chham,,交攙,;攙和;攙雜;,,1746,VC
24233,kau-chhap,,交插,;打交道;瓜葛;交往;參與;牽涉;,,1698,VA;Na;VC;VB;VJ
24234,kau-chhe-khau2,,交叉口,;交叉口;,,992,Nc
24235,kau-chhe-tiam2,,交叉點,;交叉點;,,1186,Nc
24236,kau-chhiang5,,高長,;高大;,,1902,VH
24237,kau-chhiu,,交秋,;立秋;,,718,Nd
24238,kau-chhiu2,,交手,;交手;,,1110,VA
24239,kau-chhun,,交春,;立春;,,814,Nd
24240,kau-chhut,,交出,;交出;,,1212,VR
24241,kau-chi2,,交趾,;交趾;,,710,Nc
24242,kau-chiam-teng3,,交針釘,;周到;深謀遠慮;細密;嚴謹;,,2143,VH
24243,kau-chian3,,交戰,;交戰;,,657,VA
24244,kau-chiap,,交接,;交接;交際;接洽;,,809,VA;VC
24245,kau-chip8,,交集,;交集;,,677,Na
24246,kau-chit,,交織,;交織;,,1077,VJ
24247,kau-ek8,,交易,;交易;貿易;,,888,VA;Na
24248,kau-ek8-soe3,kau-ek8-se3,交易稅,;交易稅;,,1144,Na
24249,kau-ek8-sou2,,交易所,;交易所;,,1473,Nc
24250,kau-gi7,,交誼,;交誼;,,623,Na
24251,kau-gi7-thiaN,,交誼廳,;交誼廳;,,752,Nc
24252,kau-goa7,,郊外,;郊外;,,817,Nc
24253,kauh,,kauh,;朽爛;捲包;碾;壓;濕腐;轂;,,737,VC;b
24254,kauh,,軋,;軋;輾;,,282,VC;VJ
24255,kauh8,,kauh8,;抱怨;嘀咕;,,506,VE
24256,kauh8-kauh8-liam7,ngiauh8-ngiauh8-liam7,嗷嗷唸,;咕噥;嘀嘀咕咕;鳴不平;,,1550,VA;VB;VE
24257,kau-heng5,,交,;麻鷺;,,596,
24258,kau-hi5,kau-hu5,交魚,;台灣馬加鰆;,,1402,
24259,kau-hi7-a2,,鉤耳仔,;耳挖勺兒;,,1544,
24260,kau-hiang2-gak8,kau-hiong2-gak8,交響樂,;交響樂;,,835,Na
24261,kau-hiang2-khek,kau-hiong2-khek,交響曲,;交響曲;,,911,Na
24262,kau-hiN7,,鉤耳,;耳挖子;,,756,Na
24263,kau-hiN7-chiam,,鉤耳簪,;耳挖子;,,873,Na
24264,kau-hiN7-pe5,,鉤耳扒,;耳挖子;,,880,Na
24265,kauh--koe3,kauh--ke3,kauh過,;輾過;,,3572,VR
24266,kauh-na7,,kauh餡,;夾餡;,,546,
24267,kau-hoan5,,交還,;交還;,,1956,VR
24268,kau-hoaN7,,溝岸,;溝沿;溝沿兒;,,565,Nc
24269,kau-hoe3,kau-he3,交貨,;交貨;,,758,
24270,kau-hoe7,,交會,;交會;,,2612,VA
24271,kau-hong,,交鋒,;交鋒;,,1104,VA
24272,kau-hou7,,交互,;交給;,,1952,VR
24273,kauh-peN5,kauh-piN5,軋平,;軋平;,,547,VR
24274,kauh-pui5,,餃肥,;堆肥;漚肥;,,374,VA;Na
24275,kauh-si2,,轢死,;壓死;輾死;,,825,
24276,kauh--si2,,kauh死,;輾斃;,,607,VR
24277,kau-hu3,,交付,;交付;,,613,VD
24278,kau-i2,,交椅,;太師椅;椅子;靠背椅;,,1672,Na
24279,kau-i2,,交與,;交與;,,1202,VC
24280,kau-i2-the,,交椅the,;靠背;,,1140,Na
24281,kau-in2,,勾引,;勾引;,,620,VC
24282,kau-iu2,,交友,;交友;,,674,
24283,kau-iu5,,郊遊,;郊遊;,,583,VA
24284,kau-ka,,交加,;交加;,,1582,VH
24285,kau-kai3,,交界,;交界;,,708,Nc
24286,kau-kai3-chhu3,,交界處,;交界處;,,988,Nc
24287,kau-kam5,,交唅,;交錯;,,702,VH
24288,kau-kam5,,交銜,;交錯;,,701,VH
24289,kau-kaN5,,交含,;牽連;連帶;,,1383,Dh;VJ
24290,kau-kat,,交葛,;瓜葛;糾葛;,,533,Na
24291,kau-khaN5,,交銜,;交叉;連帶;,,1406,Dh;VH
24292,kau-khi2,,勾起,;勾起;,,979,VR
24293,kau--khi2-khi3,kau--khi2-khu3,交起去,;交上;,,2482,VR
24294,kau-khu,,郊區,;郊區;,,464,Nc
24295,kau-kiat,,交結,;交結;糾纏;結交;,,952,VC
24296,kau-ki-lian5,,交枝連,;牽連;關連;,,1298,Na;VJ
24297,kau-kiN5,,溝墘,;溝沿兒;,,524,
24298,kau-koa3,,鉤掛,;掛鉤;,,566,VA;Na
24299,kau-koah,,交割,;交割;,,724,VA
24300,kau-koah,,交葛,;交錯;,,751,VH
24301,kau-koan,,交關,;交易;交關;光顧;買賣;購買;,,1370,VA;Na;VC
24302,kau-kou7,,交怙,;委任;託付;,,594,VD;VF
24303,kau-leng5,,蛟龍,;土石流;,,1057,
24304,kau-liang5-chiu2,,高梁酒,;高梁酒;,,1309,
24305,kau-liau5,,交聊,;交往;,,704,VA
24306,kau-liau5,,交繚,;糾紛;,,552,Na
24307,kau-liu5,,交流,;交流;,,844,VH
24308,kau-na5,,鉤籃,;挽籃;,,526,
24309,kau-oaN7,,交換,;交換;,,785,VC
24310,kau-oaN7-chhiu2,,交換手,;換手;,,1250,VA
24311,kau-oaN7-ki,,交換機,;交換機;,,1139,Na
24312,kau-ok,,交惡,;交惡;,,695,VH
24313,kau-ong,,交鶲,;鮮卑鶲;,,502,
24314,kau-ong2,,交往,;交往;,,706,VA
24315,kau-pai3,,交拜,;交拜;,,709,
24316,kau-peh8-koan3,,交白卷,;交白卷;,,1438,VA
24317,kau-peN,,交拼,;小心眼;勃谿;挑剔;,,1403,Na;VC;VH
24318,kau-phoa3,,鉤破,;破音字;破讀;鉤破;,,926,Na
24319,kau-phoa3-ji7,,鉤破字,;破音字;,,1049,Na
24320,kau-po2,,交保,;交保;,,681,VB
24321,kau-poaN5,,交盤,;交接;,,658,VC
24322,kau-poe5,,交陪,;打交道;交往;交接;交際;相交;結交;過從;,,2745,VA;VI;VC;VB
24323,kau-siap8,,交涉,;交涉;,,591,VE
24324,kau-siau3,,交數,;付賬;交差;過帳;,,1273,VA;VB
24325,kau-tai3,,交帶,;交帶;,,1612,
24326,Kau-tai7,,交大,;交大;,,2483,Nc
24327,kau-tai7,,交代,;交代;,,928,VE
24328,kau-tam5,,交談,;交談;,,666,VA
24329,kau-tang,,勾當,;勾當;,,1219,Na
24330,kau-tang3,,勾當,;勾當;,,1097,Na
24331,kau-teng,,交釘,;鉤釘;鋦子;螞蝗釘;,,790,
24332,kau-thai7,,交待,;交待;,,742,VE
24333,kau-the3,kau-thoe3,交替,;交替;替換;,,867,VC;Dh
24334,kau-thong,,交通,;交通;,,952,Na
24335,kau-thong,,溝通,;溝通;,,996,VA;VJ
24336,kau-thong-bang7,,交通網,;交通網;,,1186,Na
24337,kau-thong-chhia,,交通車,;交通車;,,1467,Na
24338,kau-thong-chhu3,,交通處,;交通處;,,1187,Nc
24339,Kau-thong-kiok8,,交通局,;交通局;,,972,Nc
24340,Kau-thong-pou7,,交通部,;交通部;,,1110,Nc
24341,Kau-thong-tai7-hak8,,交通大學,;交通大學;,,4204,Nc
24342,kau-tiaN7,,交定,;預購;,,636,VC
24343,kau-tiang7,,交仗,;委任;託付;,,534,VD;VF
24344,kau-tiN5,,交纏,;糾纏;,,627,VC
24345,kau-tin5,,鉤藤,;台灣鉤藤;扛香藤;菊花木;,,1383,
24346,kau--tioh8,,交著,;交到;,,2657,VR
24347,ke,,加,;上;加;多;,,2365,Ne;Nc;VC;Da;Ng;Df;VH
24348,ke,,改,;戒;改;,,522,VC
24349,ke,,家,;家;,,1668,Nc;Nf
24350,ke,koe,街,;街;雞;,,966,Na;Nf
24351,ke,koe,雞,;雞;,,1041,Na
24352,ke2,,ke2,;墊;,,997,VC
24353,ke2,,假,;偽造;偽裝;假;假裝;,,1428,VF;VC;P2;VH
24354,ke2,,解,;解;,,1071,VC;Nb
24355,ke2,,粿,;粿;,,1028,
24356,ke2-bak8-thau5,,假目頭,;冒牌;,,2211,A
24357,ke2-chang2,,假chang2,;假髮;,,1196,Na
24358,ke2-cheng3,,假證,;偽證;,,1196,Na
24359,ke2-cheng-kong,,假精光,;自作聰明;假聰明;察察為明;,,2882,VA
24360,ke2-chhau-pio3,,假鈔票,;偽鈔;假鈔票;,,1253,
24361,ke2-chhiu2,,假手,;假手;義手;,,1689,Na;VC
24362,ke2-chhoah,,假chhoah,;裝悚;,,1379,
24363,ke2-chhui3-khi2,,假嘴齒,;假牙;義齒;,,1929,Na
24364,ke2-chhut-gak8,,假出獄,;假釋;,,1640,VB
24365,ke2-chiN5,,假錢,;偽鈔;,,1272,
24366,ke2-chiN5,koe2-chiN5,粿錢,;夜度資;,,2245,
24367,ke2-chin7-cheng5,,假盡情,;假惺惺;虛情假意;,,1891,VI;VH
24368,ke2-chiuN7-chiN5,,假上諓,;撒嬌;,,2043,VA
24369,ke2-cho3,ke2-choe3,假做,;佯裝;冒充;假裝;裝做;,,2688,VR;VF;VC
24370,ke2-cho7,,假造,;偽造;,,1197,VC
24371,ke2-chu5-pi,,假慈悲,;假慈悲;,,1473,
24372,ke2-chui3,,假醉,;詐醉;,,1149,
24373,ke2-e5,,假的,;假的;,,4196,VH
24374,ke2-gau5,,假gau5,;自作聰明;,,1813,VA
24375,ke2-gau5,,假,;自作聰明;,,1780,VA
24376,ke2-gong7,,假戇,;作假;裝傻;裝糊塗;,,1720,VA
24377,ke2-gong7-thui5,,假戇槌,;裝傻;,,1453,VA
24378,ke2-heng7-chhai3,,假莧菜,;刺莧;,,1328,
24379,ke2-hioh8,,粿葉,;包粿葉;,,1378,
24380,ke2-ho2-giah8,,假好額,;裝闊;擺闊;,,2723,VA
24381,ke2-ho2-sim,,假好心,;偽善;假好心;假慈悲;虛情假意;黃鼠狼給山雞拜年;,,5659,VI;VH
24382,ke2-ho2-soe,,假好衰,;假好心;,,3272,
24383,ke2-hoe3,ke2-he3,假貨,;冒牌貨;贗品;,,1311,Na
24384,ke2-hun-sou3,,假分數,;假分數;,,1875,Na
24385,ke2-i3,,假意,;作假;假裝;,,1717,VA;VF
24386,ke2-iaN2,,假影,;假的;假裝;裝假;,,2683,VA;VF;VH
24387,ke2-iaN3,,假佯,;裝假;,,1295,VA
24388,ke2-jiok8-kui3,,假肉桂,;土肉桂;陰香;,,2180,
24389,ke2-ka-tang,,假茄苳,;紫荊;,,2006,Na
24390,ke2-kau3-le2,,假夠禮,;繁文縟節;,,1797,Na
24391,ke2-keng,,假肩,;墊肩;,,1377,
24392,ke2-kha,,假腳,;義肢;,,1697,Na
24393,ke2-kha,,椵腳,;墊腳;,,1673,
24394,ke2-khang,,假空,;假裝;虛假;裝假;,,1634,VA;VF;VH
24395,ke2-khang-ke2-sng2,,假空假榫,;假惺惺;裝模作樣;,,1891,VA;VH
24396,ke2-khau3-ah,,假扣押,;假扣押;,,1897,VC
24397,ke2-khi2,,假齒,;假牙;義齒;,,1494,Na
24398,ke2-khian5,,假虔,;耍無賴;撒嬌;,,1689,VA
24399,ke2-khian5-chhio3,,假虔笑,;苦笑;脅肩諂笑;,,1687,VA
24400,ke2-khian5-i3,,假虔意,;假惺惺;諂笑;,,1551,Na;VH
24401,ke2-khiang3,,假khiang3,;自作聰明;,,1478,VA
24402,ke2-khou2-koe,,假苦瓜,;倒地柃;,,1693,
24403,ke2-khun3,,假睏,;假寐;,,1251,VA
24404,ke2-kian7-koai,,假掔乖,;彆扭;,,1223,VH
24405,ke2-ki-lou7,,假枝路,;花招;,,2076,Na
24406,ke2-kou2-phok,,假古博,;假博學;強不知以為知;,,3798,
24407,ke2-kun-chu2,,假君子,;偽君子;,,1838,Na
24408,ke2-lang5,,假人,;假人;,,3757,Na
24409,ke2-lau2-sit8,,假老實,;假老實;,,1935,
24410,ke2-lau7-toa7,,假老大,;倚老賣老;賣老;,,3053,VH
24411,ke2-me2,,假猛,;假做勇敢;,,1708,
24412,ke2-mia5,,假名,;冒名;假名;匿名;,,1596,Na;VC;VH
24413,ke2-mih8,,假物,;冒牌貨;贗品;,,1336,Na
24414,ke2-pai5-e5,,假牌個,;冒牌貨;贗品;,,1940,Na
24415,ke2-pan7,,假扮,;假扮;,,1206,VC
24416,ke2-pau5,,假包,;冒牌貨;贗品;,,1203,Na
24417,ke2-pau5,,假袍,;冒充;假冒;,,1182,VC
24418,ke2-phoa3-peN7,ke2-phoa3-piN7,假破病,;裝病;,,1574,VA
24419,ke2-phoe5,ke2-phe5,假皮,;假皮;,,1284,Na
24420,ke2-phok,,假博,;假博學;賣弄學問;,,1930,
24421,ke2-san3,,假散,;假裝貧窮;,,1601,
24422,ke2-seng3-jin5,,假聖人,;偽君子;假道學;,,3196,Na
24423,ke2-seng3-lin5,,假聖人,;偽君子;假道學;,,3335,Na
24424,ke2-si2,,假死,;假惺惺;詐死;裝死;,,1771,VA;VH
24425,ke2-sian,,假仙,;佯裝;假惺惺;假裝;惺惺作態;裝做不知道;裝蒜;裝模作樣;裝模做樣;矯情;,,4929,VA;VF;VC;VH
24426,ke2-siaN,,假聲,;假嗓子;,,1549,
24427,ke2-sian-ti,,假先知,;假先知;,,2623,
24428,ke2-siau2,,假痟,;裝瘋;裝瘋賣傻;,,1616,VA
24429,ke2-sim,,假心,;假心;,,1941,
24430,ke2-siong7,,假象,;假象;,,1457,Na
24431,ke2-soaN,,假山,;假山;,,1611,Na
24432,ke2-soeh,ke2-she,解說,;解說;,,2200,VC
24433,ke2-su-bun5,,假斯文,;假斯文;,,2028,
24434,ke2-tang5,,假童,;假乩童;,,1296,
24435,ke2-thau5-mng5,,假頭毛,;假髮;,,2055,Na
24436,ke2-thau5-mou,,假頭毛,;假髮;,,1987,Na
24437,ke2-tiam2-tin5,,假點陳,;察察為明;,,2039,
24438,ke2-tiN3,,假tiN3,;假裝;,,1354,VF
24439,ke2-tiN3-chheN,ke2-tiN3-chhiN,假tiN3生,;假意;,,1837,Na;Dh
24440,ke2-toa7-pan7,,假大範,;擺闊;,,2550,VA
24441,ke2-u7-sim,,假有心,;虛情假意;葉公好龍;,,4719,VI
24442,ke3,,係,;關;,,409,VC;Nf;Nb
24443,ke3,,架,;架;,,379,VC;Nf
24444,ke3,koe3,界,;次;界;,,2977,Ne;Nf;b
24445,ke3,,疥,;疥;,,304,b
24446,ke3,,計,;計;,,352,VG;b
24447,ke3,,嫁,;嫁;,,416,VC
24448,ke3,,價,;價;價目;,,377,Na;b
24449,ke3,,髻,;髮髻;髻;,,325,Na
24450,ke3-a2,,架仔,;支架;架子;高閣;貨架子;,,1624,Na
24451,ke3-ang,,嫁翁,;出嫁;,,758,VA
24452,ke3-be2,,價碼,;價碼;,,477,Na
24453,ke3-bo2,ke3-bu2,繼母,;繼母;,,825,Na
24454,ke3-bok8,,價目,;價目;,,713,Na
24455,ke3-bou5,,計謀,;計謀;,,368,Na
24456,ke3-chha,,價差,;差價;,,443,Na
24457,ke3-chhek,,計策,;計策;,,399,Na
24458,ke3-chhoa7,,嫁娶,;婚嫁;嫁娶;,,681,VA;Na
24459,ke3-chiN5,,價錢,;價錢;,,740,Na
24460,ke3-chng,,嫁妝,;妝奩;陪奩;嫁妝;,,572,Na
24461,ke3-chng-chiN5,,嫁妝錢,;箱底錢;,,889,
24462,ke3-chu2,,繼子,;繼子;,,822,Na
24463,ke3-chu2-kiaN2,,繼子囝,;養子;,,1205,Na
24464,ke3-e3,,計會,;統統;通通;,,1529,Da
24465,ke3-ek8,,計劃,;計劃;,,561,Na;VE
24466,ke3-gi7,,計議,;計議;,,391,VC
24467,ke3-hek8,,計劃,;計劃;,,603,Na;VE
24468,ke3-hek8-an3,,計劃案,;計劃案;,,773,Na
24469,ke3-hi5,koe3-hu5,鱠魚,;紅鱠;,,2855,
24470,ke3-hou7,,嫁互,;嫁給;,,1780,VR
24471,ke3-hu7,,繼父,;繼父;,,396,Na
24472,ke3-hui3,,計費,;計費;,,353,VA
24473,ke3-hun,,計分,;計分;,,829,VA
24474,ke3-jim7,,繼任,;繼任;,,392,VC
24475,ke3-kau3,,計較,;計較;,,1078,VK
24476,ke3-ke3,,計計,;統統;通通;,,315,Da
24477,ke3-ke3,,計價,;計價;,,284,VA
24478,ke3-kek,,價格,;價格;,,491,Na
24479,ke3-kha,,價腳,;價目;差價;價差;,,1018,Na
24480,ke3-khang,,架空,;架空;,,640,VI
24481,ke3-khi3,,過去,;過去;,,3328,Nd
24482,ke3-khoan2,,價款,;價款;,,605,Na
24483,ke3-kiaN7,,計件,;計件;,,490,Dh
24484,ke3-kiong7,,計共,;共計;總共;總計;,,643,Da;VJ
24485,ke3-kou3,,架構,;架構;,,481,Na;VC
24486,ke3-lang5,,嫁人,;嫁人;,,3020,
24487,ke3-liak8,ke3-liok8,計略,;計略;,,575,Na
24488,ke3-me5,,過暝,;過夜;,,1537,VA
24489,ke3-oe7,,計畫,;計畫;,,636,Na;VE
24490,ke3-oe7,ke3-ek8,計劃,;計劃;,,710,Na;VE
24491,ke3-oe7-su,,計劃書,;計劃書;,,1299,Na
24492,ke3-seng5,,繼承,;承襲;繼承;,,568,VC;VJ
24493,ke3-seng5-jin5,,繼承人,;繼承人;,,2891,Na
