ID,台語羅馬字,台語羅馬字2,台語漢字,華語對譯,英文,freq,pos_h
23679,kan-khou2-koe3,kan-khou2-ke3,艱苦過,;不好過;,,6124,
23680,kan-khou2-lang5,,艱苦人,;窮人;窮苦人家;,,4119,Na
23681,kan-khou2-seN,kan-khou2-siN,艱苦生,;難產;,,1412,VA
23682,kan-khou2-sim,,艱苦心,;苦心;憂心;懮心;難受;難過;,,2408,Na;VK;VH
23683,kan-khou2-te2,kan-khou2-toe2,艱苦底,;出身微寒;貧寒出身;,,1452,
23684,kan-khou2-thiaN,,艱苦聽,;難聽;,,1751,VH
23685,kan-khun3,,艱困,;艱困;,,395,VH
23686,kan-kiat8,,乾竭,;吝嗇;拮据;枯竭;貧脊;,,602,VH
23687,kan-ko,,干戈,;干戈;,,614,Na
23688,kan-ko2,,乾果,;乾貨;,,1631,
23689,kan-koai2,,奸拐,;誘拐;,,366,VC
23690,kan-koe3,kan-ke3,干過,;干係;,,3223,Na
23691,kan-koe3,kan-ke3,艱過,;為難;,,3648,VH
23692,kan-ku3,,艱鉅,;艱鉅;,,356,VH
23693,kan-kui2,,奸鬼,;刁滑;奸詐;奸險;狡猾;,,1397,VH
23694,kan-lan5,,艱難,;困難;艱苦;艱難;,,1026,Na;VH
23695,kan-lau7,,干瘺,;梅毒;,,477,Na
23696,kan-lian5,,干連,;干連;,,761,
23697,kan-liau2,,乾了,;枉費;,,1073,VJ
23698,kaN-lo5,,監牢,;大牢;牢獄;監獄;,,3193,Nc
23699,kan-lok8,,干轆,;陀螺;,,1058,Na
23700,kan-lok8,,矸轆,;陀螺;,,1037,Na
23701,kan-lok8,,乾酪,;乾酪;,,1185,Na
23702,kan-na2,,橄仔,;橄欖;,,1047,Na
23703,kaN-na2,,橄欖,;青果;橄欖;,,489,Na
23704,kaN-na2-chhiu7,,橄欖樹,;齊墩果;,,603,
23705,kaN-na2-heng5,,橄欖形,;菱形;,,533,Na
23706,kan-na2-kiu5,,橄仔球,;橄欖球;,,1151,Na
23707,kaN-na2-sun,,橄欖孫,;重孫;曾孫;,,714,Na
23708,kan-na7,,干單,;不外;只有;僅僅;,,4238,Db;Da;Cb;VJ
23709,ka-nng5,,加圇,;全體;完整;孤癖;,,1639,Na;VH
23710,ka-nng5,,交崙,;囫圇;圓全;,,1289,Dh
23711,ka-nng5-thun,,加圇吞,;囫圇吞;,,1238,
23712,ka-nng7-e5,,加圇個,;整個;,,2506,
23713,kan-ou,,干烏,;深黑色;,,1069,Na
23714,kan-peng,,乾冰,;乾冰;,,740,Na
23715,kan-poe,,乾杯,;乾杯;,,822,VA
23716,kan-poe3,,干貝,;干貝;,,433,Na
23717,kan-sat,,姦殺,;姦殺;,,642,VC
23718,kan-sau3,,乾嗽,;乾咳;,,525,VA
23719,kan-se2,kan-soe2,乾洗,;乾洗;,,808,VC
23720,kan-se3,kan-soe3,奸細,;奸細;,,791,Na
23721,kan-sian2,,乾癬,;乾癬;,,566,Na
23722,kan-siap8,,干涉,;干涉;牽涉;,,513,VC;VJ
23723,kan-sin,,艱辛,;艱辛;,,501,VH
23724,kan-sin5,,奸臣,;小人;巧言令色;奸臣;奸險;兩面人;,,2097,VA;Na;VH
23725,kan-sin5-a2,,奸臣仔,;奸臣;,,1225,Na
23726,kan-sin5-a2-chhio3,,奸臣仔笑,;奸笑;,,1725,VA
23727,kan-siong,,奸商,;奸商;,,535,Na
23728,kaN-siu5,,監囚,;囚犯;餓鬼;,,387,Na
23729,kan-so3,,乾燥,;乾燥;,,652,VH
23730,kan-ta,,干ta,;工;,,573,b
23731,kan-ta,,干單,;只有;僅僅;,,2981,Db;Da;Cb;VJ
23732,kan-ta,,干礁,;只是;徒然;僅僅;,,2119,Db;Da;Cb;VH
23733,kan-ta,,乾凋,;徒然;僅僅;,,655,Da;VH
23734,kan-ta-boeh,,干礁欲,;只要;,,2982,Cb;VJ
23735,kan-ta-chhoah,,乾焦chhoah,;乾著急;,,1418,VH
23736,kan-ta-chhun,,干單伸,;僅存;,,957,VC
23737,kan-ta-gian3,,乾凋gian3,;乾過癮;,,1133,
23738,kan-ta-kau3,,干單到,;僅及;,,2079,VJ
23739,kan-ta-khiam3,,干單欠,;獨缺;,,799,VJ
23740,kan-ta-kip,,干礁急,;乾著急;,,1159,VH
23741,kan-taN,kan-na,kan-taN,;僅;只有;,only,2872,Db;Da;Cb;VJ
23742,kan-taN-u7,,干單有,;僅有;,,4149,VJ
23743,kan-ta-si7,,干單是,;僅是;,,3385,V_
23744,Kan-tau7,,關渡,;關渡;,,679,Nc
23745,kan-ta-u7,,乾凋有,;只有;,,4651,Db;Cb;VJ
23746,kan-thai,,乾颱,;乾颱;,,597,
23747,kan-tian7-ti5,,乾電池,;乾電池;,,969,Na
23748,kan-tiap8,,間諜,;間諜;,,581,Na
23749,ka-oe7,,佳話,;佳話;,,1612,Na
23750,kap,,kap,;跟;,,1456,P6;Ca;VC
23751,kap,,及,;和;暨;,,2154,Ca;VC;P3
23752,kap,,甲,;甲;,,1062,Ne;Nf
23753,kap,,合,;合;裝訂;調配;,,1088,VC;VG
23754,kap,,夾,;夾;,,699,VC
23755,kap,,鴿,;鴿;,,550,Na
23756,kap8,,kap8,;迂腐;抱怨;洽;嘀咕;,,529,VE;b;VH
23757,kap8-chiah8,,kap8食,;妥帖;對勁;融洽;,,1871,VH
23758,kap8-chiah8,,洽食,;對勁;,,1706,VH
23759,kap8-kap8-kio3,,kap8-kap8叫,;人聲吵雜;報怨;,,1833,VE
23760,kap8-pang5,,合房,;圓房;,,574,VA
23761,kap8-siau5,,kap8-siau5,;報怨;嘀咕;,,495,VE
23762,kap-a2,,蛤仔,;田雞;青蛙;,,2015,Na
23763,kap-a2,chiN2-a2,鴿仔,;鴿子;,,1420,Na
23764,kap-a2-siu5,,蛤仔泅,;蛙式游泳;,,1580,
23765,kap-a2-soa,,鴿仔鯊,;鯨鯊;,,1399,
23766,kap-a2-tu5,,鴿仔櫥,;蝸居;,,1307,VC
23767,ka-pan,,加班,;加班;,,1352,VA
23768,kap-bak8,,敆目,;接縫;,,978,Na
23769,kap-chham,,合參,;穿插;,,964,VC
23770,kap-chheh,,合冊,;包書;裝釘;,,1274,
23771,kap-chheh-choa2,,合冊紙,;書皮;,,1256,Na
23772,kap-chhui3,,合嘴,;接口;接合點;,,1364,Na
23773,kap-chhui3,,佮嘴,;接合口;,,1129,
23774,kap-chhui3,,敆嘴,;接縫;,,961,Na
23775,kap-cho3-hoe2,kap-choe3-hoe2,合做夥,;融合;,,1859,VC
23776,kap-cho3-hoe2,kap-choe3-hoe2,敆做夥,;合在一起;併在一起;,,5305,
23777,kap-choa7,,合迣,;接隙處;騎縫;,,1029,Na
23778,kap-choa7,,敆逝,;接縫;,,738,Na
23779,kap-choah8,,合縒,;連接線;,,967,Na
23780,kap-choh,,敆作,;木匠;,,786,Na
23781,kap-chui2,,合水,;交流;合流;匯流;,,1522,VH
23782,kap-eng,,鴿鷹,;鳳頭蒼鷹;,,1152,
23783,ka-phai3,,加派,;加派;,,1288,VF
23784,ka-phe,ka-phoe,家批,;家信;,,2250,Na
23785,ka-phio3,,鉸票,;剪票;,,924,
23786,ka-phoa3-pou,,加破埔,;簾鯛;,,1362,
23787,ka-phou2,,家譜,;家譜;,,1992,Na
23788,kap-hou2-ioh8,,合虎藥,;共謀;共謀不軌;陰謀;圖謀不軌;,,2249,VA;Na
23789,kap-hun5,,敆痕,;接縫;,,652,Na
23790,ka-pi,,咖啡,;咖啡;,,1088,Na
23791,ka-pi-in,,咖啡因,;咖啡因;,,1612,Na
23792,kap-ioh8,,合藥,;抓藥;配方;配藥;處方;調劑;,,1298,VA;Na;VC
23793,kap-ioh8-a2,,合藥仔,;配藥;,,1673,VA
23794,ka-pi-ok,,咖啡屋,;咖啡屋;,,1235,Nc
23795,kap-iok8,,佮藥,;捉藥;,,926,
23796,ka-pi-sek,,咖啡色,;咖啡色;,,1510,Na
23797,ka-pi-thiaN,,咖啡廳,;咖啡廳;,,1234,Nc
23798,ka-pi-tiam3,,咖啡店,;咖啡店;,,1361,Nc
23799,kap-kai3,,合界,;交界;,,823,Nc
23800,kap-kai3,,蛤蚧,;大守宮;蛤蚧;,,1156,Na
23801,kap-kang2,,合港,;交流;合流;匯流;,,1017,VH
23802,kap-koai,,蛤蛙,;蝌蚪;,,1007,Na
23803,kap-koai5-a2,kap-koe-a2,蛤蛙仔,;蝌蚪;,,1767,Na
23804,kap-kui-a2,,蛤kui仔,;蝌蚪;,,1694,Na
23805,kap-la5,,蛤蜊,;蛤蜊;,,534,Na
23806,kap-lau5,,合流,;交流;合流;匯流;,,1092,VH
23807,kap-le5,,蛤螺,;文蛤;蛤蜊;,,770,Na
23808,ka-po2,,家寶,;家寶;,,2139,
23809,ka-po2-koe,,嘉寶瓜,;哈密瓜;,,1328,Na
23810,ka-poe,,加貝,;田蚌;蚌殼;,,1343,Na
23811,ka-poe7,,加倍,;加倍;雙倍;,,1359,Na;Df
23812,ka-pok8-mi5,,吉貝棉,;木棉;,,1185,Na
23813,ka-pou3,,膠布,;膠布;,,981,Na
23814,ka-pou3-mi5,,加布棉,;木棉;,,1471,Na
23815,kap-pan2,kah-pan2,甲板,;甲板;舢舨船;,,1797,Na
23816,kap-pang5,,合房,;圓房;,,793,VA
23817,kap-phang7,,合縫,;連接縫;,,1050,
23818,kap-se3-kiaN2,kap-soe3-kiaN2,夾細囝,;帶小孩;,,2563,
23819,kap-soaN3,,合線,;連接線;裝訂;,,1245,Na;VC
23820,kap-soaN3,,佮線,;裝訂;,,833,VC
23821,kap-soaN3,,敆線,;連接線;,,857,Na
23822,kap-sun5,,敆紃,;接縫;,,653,Na
23823,kap-tiau5,,鴿牢,;斗室;,,751,Na
23824,kap-tu5,,鴿廚,;鴿子籠;,,760,
23825,ka-san2,,家產,;家產;,,1944,Na
23826,ka-sau3,,咳嗽,;咳嗽;,,919,VA
23827,ka-se,,袈裟,;法衣;袈裟;緇衣;,,1033,Na
23828,ka-se3,,家世,;家世;,,2262,Na
23829,ka-sek,,家室,;家室;,,2268,Na
23830,ka-seng5,,加成,;加成;,,1735,VA
23831,ka-sian5,,蟉蟬,;蟬;,,1181,Na
23832,ka-siang7,ka-siong7,加上,;加上;,,2785,VR
23833,ka-sin,,加薪,;加薪;,,1358,VB
23834,ka-siok8,,家屬,;家屬;,,2087,Na
23835,ka-siong,,家商,;家商;,,2215,Nc
23836,ka-siong5,,家常,;家常;,,2389,A
23837,ka-siong5-pian7-png7,,家常便飯,;家常便飯;,,2929,VH
23838,ka-sok,,加速,;加速;,,1201,VC;Dh
23839,ka-sou3,,加數,;加數;,,1358,Na
23840,ka-su7,,家事,;家事;家務事;家產;財產;,,2795,Na
23841,kat,,結,;結;,,365,Na;VC
23842,ka-taN,,枷擔,;牛挑;牛軛;牛鞅;,,1173,
23843,Ka-tang,,佳冬,;佳冬;,,1273,Nc
23844,ka-tang,,茄苳,;茄苳;,,1101,
23845,ka-tang3,ke-tang3,家棟,;家產;,,2257,Na
23846,ka-tang-chhiu7,,茄冬樹,;茄苳樹;,,1562,
23847,ka-tang-chhiu7,,茄苳樹,;茄苳樹;重陽木;,,1527,
23848,ka-tat8,,加值,;加值;,,1313,A
23849,kat-bak8-thau5,,結目頭,;蹙眉;,,1332,VA
23850,kat-chhai2,,結彩,;結彩;,,403,
23851,kat-choat8,,割絕,;絕交;,,277,VA
23852,ka-tek8-sun2,,茄荻筍,;茭白筍;,,1276,
23853,ka-tek-sun2,,茄竹筍,;茭白筍;,,1360,
23854,ka-teng5,,茄藤,;紅樹;,,1356,Na
23855,ka-teng5,,家庭,;家庭;,,2507,Na
23856,ka-than2-phak,,尻坦覆,;面朝下;面朝地;,,1388,
23857,ka-thau5-mng5,,鉸頭毛,;理髮;,,1876,VB
23858,ka-thiam,,加添,;加添;,,1314,VC
23859,ka-thiok,,家畜,;家畜;,,2018,Na
23860,kat-hoe-teng,,結花燈,;結花燈;,,1382,
23861,ka-tiaN,,茄朾,;紅樹;,,1126,Na
23862,ka-tiaN7,,加定,;訂購;,,1287,VC
23863,ka-tiaN7,,交定,;預約;,,1238,VC
23864,ka-tian7,,家電,;家電;,,2125,Na
23865,ka-tian7-giap8,,家電業,;家電業;,,2211,Na
23866,ka-tin5-chhiu7,,茄藤樹,;水筆;,,1411,Na
23867,ka-tiuN,,加張,;管教;,,1741,VC
23868,ka-tiuN2,,家長,;家長;,,2634,Na
23869,ka-tiuN2-hoe7,,家長會,;家長會;,,4719,Na
23870,kat-kiu5,,結球,;結子;,,537,Na;VH
23871,kat-kui-khiu5,,結歸球,;糾成一團;,,1728,
23872,kat-le2,koah-le2,割禮,;割禮;,,545,Na
23873,ka-tng5,,加長,;加長;,,1932,VH
23874,ka-tng7,,鉸斷,;剪斷;,,1212,VR
23875,ka-to,,鉸刀,;剪刀;,,1302,Na
23876,ka-toa7,,加大,;加大;,,3150,VR
23877,ka-to-thang5,,ka刀蟲,;鍬形蟲;,,934,Na
23878,kat-si2-ke3,,結死價,;死價錢;固定價格;凍結價格;,,1277,
23879,kat-thau5,,結頭,;結子;端倪;關節;癥結;,,1363,Na;VH
23880,kat-tiaN7,,結定,;限制;限定;,,547,VF;Na;VK
23881,kat-toan7,,割斷,;絕交;斷絕;,,425,VA;VC
23882,kau,,交,;交;軋;,,613,VD;VC;VJ
23883,kau,,郊,;郊;,,397,b
23884,kau,,溝,;溝;,,445,Na
23885,kau,,鉤,;鉤;,,404,VC
23886,kau,,鮫,;鮫;,,388,Na
23887,kau bak8-boe2,kau bak8-be2,勾目尾,;拋媚眼;,,1630,
23888,kau2,,九,;九;,,630,Ne
23889,kau2,,狗,;狗;,,657,Na
23890,kau2,,垢,;垢;,,320,b
23891,kau2 io5 boe2,kau2 io5 be2,狗搖尾,;搖尾乞憐;,,1411,VA
23892,kau2 toe3-phui3,kau2 te3-phui3,狗toe3屁,;附和;,,2141,VC
23893,kau2-a2,,狗仔,;小狗;,,1673,
23894,kau2-a2-kiaN2,,狗仔囝,;小狗;,,1940,
23895,kau2-a2-siu5,,狗仔泅,;狗扒式游泳;,,1562,
23896,kau2-a2-thang5,,狗仔蟲,;毛毛蟲;,,1517,Na
23897,kau2-bah,,狗肉,;狗肉;香肉;,,1067,Na
23898,kau2-bah-siau3,,狗肉數,;糊塗賬;,,986,
23899,kau2-bak8-a2,,九目仔,;九節木;,,1745,
23900,kau2-bo2,kau2-bu2,狗母,;大頭花桿狗母;母狗;長條蛇鯔;短吻花桿狗母;,,2487,Na
23901,kau2-bo2,kau2-bu2,狗母,;正蜥魚;母狗;錦鱗蜥魚;,,1468,Na
23902,kau2-bo2-choa5,kau2-bu2-choa5,狗母蛇,;蜥蜴;,,1267,Na
23903,kau2-bo2-e,kau2-bu2-e,狗母鍋,;沙鍋;,,1476,Na
23904,kau2-bo2-hi5,kau2-bu2-hu5,狗母魚,;小蜥魚;雲紋蛇鯔;,,1711,
23905,kau2-bo2-hi5,kau2-bu2-hu5,狗母魚,;狗母魚;,,1479,
23906,kau2-bo2-oe,kau2-bu2-oe,狗母鍋,;沙鍋;,,1139,Na
23907,kau2-bo2-so,kau2-bu2-so,狗母梭,;狗母魚;長體蛇鯔;,,1604,
23908,kau2-bo2-sou,kau2-bu2-sou,狗母蘇,;香苦草;,,1359,
23909,kau2-bo2-tai,kau2-bu2-tai,狗母秪,;小米;,,1378,Na
23910,kau2-bo2-tai7,kau2-bu2-tai7,狗母駘,;蜥蜴;,,1303,Na
23911,kau2-boe2-chhau2,kau2-be2-chhau2,狗尾草,;兔尾草;金耳墜;莠狗尾草;通天草;貓尾草;,,2268,
23912,kau2-boe2-heng7,kau2-be2-heng7,狗尾莧,;青葙;,,1282,
23913,kau2-boe2-hoe,kau2-be2-hoe,狗尾花,;青葙;,,1785,
23914,kau2-boe2-se2,kau2-be2-se2,狗尾黍,;小米;,,1577,Na
23915,kau2-boe2-tai,kau2-be2-tai,狗尾tai,;小米;,,1606,Na
23916,kau2-chan,,九層,;青剛櫟;,,813,
23917,kau2-chan,,校欑,;青剛櫟;,,581,
23918,kau2-chan3-thah,,九層塔,;九層塔;,,834,
23919,kau2-chat-a2,,九節仔,;九節木;,,1530,
23920,kau2-chat-he5,,九節蝦,;斑節蝦;,,877,
23921,kau2-chat-hong,,九節風,;九節茶;,,1685,
23922,kau2-chat-lian5,,九節蓮,;蕺菜;,,856,
23923,kau2-chat-niau,,九節貓,;麝香貓;,,980,
23924,kau2-che3,,狡制,;刁鑽古怪;彆扭;,,666,VH
23925,kau2-che3,,狡詐,;奸詐;,,395,VH
23926,kau2-chek,,狗脊,;金狗毛蕨;骨碎補;,,914,
23927,kau2-chi2-moai7,,狗姊妹,;手帕交;,,1040,
23928,kau2-chih8,,狗舌,;鬚鰨;,,661,
23929,kau2-cho5,,九槽,;青剛櫟;,,745,
23930,kau2-gam7-a2,,狗儑仔,;虎;,,1221,
23931,kau2--goeh8,kau2--geh8,九月,;九月;,,1330,
23932,kau2-hia7,,狗蟻,;螞蟻;,,699,Na
23933,kau2-hia7,,蚼蟻,;蚍蜉;螞蟻;,,462,Na
23934,kau2-hia7-siu7,,蚼蟻岫,;螞蟻窩;,,603,Na
23935,kau2-hia7-thah,,蚼蟻塔,;蟻丘;,,463,Na
23936,kau2-hia7-tui,,蚼蟻堆,;蟻丘;,,545,Na
23937,kau2-him5,,狗熊,;台灣黑熊;狗熊;,,1354,Na
23938,kau2-hoe-chio,,狗花椒,;秦椒;,,1092,
23939,kau2-io,,狗腰,;狗腰;短棘;,,733,
23940,kau2-ka7-hong5,,狗咬hong5,;臭杏;,,1528,
23941,kau2-ka7-hong5,,狗咬紅,;風輪菜;,,1981,
23942,kau2-kam-a2,,狗甘仔,;彈土魚;褐吻虎;虎;,,1971,
23943,kau2-kan3-pan,,狗幹班,;狐群狗黨;,,1233,Na
23944,kau2-kang,,九江,;台灣紅豆樹;,,1499,
23945,kau2-kang,,狗公,;公狗;,,948,
23946,kau2-kang3-chui2,,九降水,;秋汛;,,1298,
23947,kau2-kang3-hong,,九降風,;東北季風;,,1684,
23948,kau2-kang3-lau5,,九降流,;秋汛;,,867,
23949,kau2-kang-io,,狗公腰,;細腰;,,1021,Na
23950,kau2-ke3,,狡計,;狡計;,,475,
23951,kau2-keh8,,口逆,;吵嘴;勃谿;鬥嘴;齟齬;,,787,VA;Na
23952,kau2-khang,,狗空,;狗洞;,,839,
23953,kau2-khang2,,九孔,;九孔;,,617,Na
23954,kau2-kha-te5,,狗腳蹄,;鵝掌藤;,,1314,
23955,kau2-khe5,,狡椵,;扞格;磨擦;,,493,Na;VC;VH
23956,kau2-kheN-a2,kau2-khiN-a2,狗坑仔,;台灣;仰口;花昌魚;短吻;黑邊;,,2562,
23957,kau2-khi2,,狗齒,;犬牙;犬齒;虎牙;,,858,Na
23958,kau2-khi2-a2,,狗齒仔,;齒輪;,,1516,Na
23959,kau2-khiat,,狡譎,;狡猾;,,321,VH
23960,kau2-kiaN2,,狗囝,;狗崽子;龜兒子;,,1290,
23961,kau2-kioh,,裹腳,;綁腿;,,764,Na
23962,kau2-koai3,,狡怪,;刁滑;狡詐;狡猾;狡獪;滑頭;彆扭;,,771,VH
23963,kau2-koai3,,狡獪,;狡獪;調皮;,,515,VH
23964,kau2-koe3,,垢膾,;污垢;,,2482,Na
23965,kau2-kui2,,狡鬼,;刁鑽;,,1336,VH
23966,kau2-kun3,,狗棍,;錦鱗蜥魚;,,685,
23967,kau2-kut-a2,,狗骨仔,;狗骨仔;,,1485,
23968,kau2-kut-chhi3,,狗骨刺,;菝契;,,783,
23969,kau2-le5-chhui3,,狗螺嘴,;烏鴉嘴;,,1213,Na;VH
23970,kau2-leng-chhau2,,狗奶草,;小金英;,,1188,
23971,kau2-li2-hiong,kiu2-li2-hiong,九里香,;月橘;,,1327,
23972,kau2-liam7-ju5,kau2-liam7-ji5,狗唸茹,;嘮嘮叼叼;,,846,
23973,kau2-liam7-lou7,,狗唸路,;呶呶不休;喋喋不休;絮絮不休;嘮嘮叼叼;,,2121,VH
23974,kau2-liap8-bi2,,狗粒米,;蕺菜;,,961,
23975,kau2-liu-a2,,狗溜仔,;小流氓;,,1695,
23976,kau2-pang3-phui3,,狗放屁,;放狗屁;,,1510,
23977,kau2-peh-lang5,kau2-poeh-lang5,九八人,;經紀人;,,3754,Na
23978,kau2-pian,,狗鞭,;鞭;,,549,b
23979,kau2-pian7,,狡辯,;狡辯;,,353,VE
23980,kau2-pit-chheng5,,九筆榕,;鵝掌藤;,,740,
23981,kau2-pui7,,狗吠,;狗吠;,,618,Na
23982,kau2-pui7-lui5,,狗吠雷,;於事無補;徒勞無功;無濟於事;無關痛癢;,,1527,VH
23983,kau2-sai2-koe,,狗屎瓜,;木鱉子;台灣青牛膽;,,1670,
23984,kau2-sai2-le5,,狗屎螺,;蝸牛;,,1081,Na
23985,kau2-sai2-pou,,狗屎埔,;不毛之地;狗屎地;鳥不生蛋之處;,,2790,Na
23986,kau2-sai2-te7,kau2-sai2-toe7,狗屎地,;不毛之地;狗屎地;荒地;鳥不生蛋之處;,,3045,Na
23987,kau2-sai2-un7,,狗屎運,;好狗運;狗屎運;,,1528,
23988,kau2-sat,,狗蝨,;狗蝨;,,636,Na
23989,kau2-sin3-ioh8,,九信藥,;南嶺蕘花;,,1022,
23990,kau2-sioh-phiN7,,狗惜鼻,;怕死;,,962,VH
23991,kau2-siu7,,狗siu7,;狗窩;,,724,Na
23992,kau2-soa,,狗鯊,;大印度鮫;日本異齒鮫;性騷擾;狗鮫;,,1873,
23993,kau2-tah-hiN7,,狗貼耳,;蕺菜;,,886,
23994,kau2-tang-chap8-goeh8,kau2-tang-chap8-geh8,九冬十月,;青黃不接;,,3426,VH
23995,kau2-teng5-chheng5,,九重榕,;九丁榕;,,1025,
23996,kau2-teng5-chhiu7,,九重樹,;九丁榕;,,1144,
23997,kau2-teng5-chhoe,kau2-teng5-chhe,九重吹,;水黃皮;,,1567,
23998,kau2-teng5-chhoe,kau2-teng5-chhe,九重炊,;九重炊;澀葉榕;,,1339,
23999,kau2-thau5-ang5,,狗頭紅,;芙蓉;,,1449,Na
24000,kau2-thau5-chah8,,狗頭鍘,;狗頭鍘;,,1438,
24001,kau2-thau5-eng,,狗頭鷹,;禿鷲;,,1568,
24002,kau2-thau5-tiau,,狗頭鵰,;禿鷲;,,1208,
24003,kau2-thiau5,,九鮡,;鈍甲;,,522,
24004,kau2-thoa,,狗拖,;狗崽子;,,784,
24005,kau2-thoa-a2,,狗拖仔,;無賴;,,1786,Na;VH
24006,kau2-thoah-a2,,狗獺仔,;水獺;,,1378,Na
24007,kau2-thun5-a2,,狗豚仔,;狗崽子;,,1416,
24008,kau2-tiau5,,狗tiau5,;狗窩;,,856,Na
24009,kau2-toe3-lou7,kau2-te3-lou7,狗綴路,;跟屁蟲;,,2108,
24010,kau2-toe3-sai2,kau2-te3-sai2,狗綴屎,;跟屁蟲;,,1866,
24011,kau3,,到,;到;抵達;,,2779,P6;Ca;VC
24012,kau3,,校,;校;,,463,VC;b
24013,kau3,,夠,;夠;,,641,Df;VH
24014,kau3,,教,;教;,,843,VC;b
24015,kau3 loh8-boe2,kau3 loh8-be2,到落尾,;臨了;,,3164,Dd
24016,kau3 lou7-boe2,kau3 lou7-be2,到路尾,;到頭來;,,4056,Dd
24017,kau3-boe2,kau3-be2,到尾,;到底;到最後;到頭來;終歸;,,5271,Db;Dd
24018,kau3-boe2--a2,kau3-be2--a2,到尾仔,;到頭來;結果;臨了;,,5126,Dd;Na;Dk
24019,kau3-boe2--lai5,kau3-be2--lai5,到尾來,;到頭來;,,4875,Dd
24020,kau3-bu7,,教務,;教務;,,818,Na
24021,kau3-bu7-chhu3,,教務處,;教務處;,,1103,Nc
24022,kau3-bu7-tiuN2,,教務長,;教務長;,,1467,Na
24023,kau3-chai3,,夠載,;極限;滿載;,,868,Na;VC
24024,kau3-chai5,,教材,;教材;,,865,Na
24025,kau3-chai7,,到載,;極點;滿載;,,1807,Nc;VC
24026,kau3-che5,kau3-choe5,到齊,;到齊;,,2639,VH
24027,kau3-cheng3,,校正,;校正;,,998,VC
24028,kau3-chhai5,,教材,;教材;,,849,Na
24029,kau3-chhiu2,,到手,;到手;得手;,,3126,VH
24030,kau3-chhu3,,到厝,;到家;,,3325,VA
24031,kau3-chin7-pong7,,到盡磅,;到頂;,,2541,
24032,kau3-chit,,到職,;到職;,,2899,VH
24033,kau3-chit,,教職,;教職;,,1275,Na
24034,kau3-chit-oan5,,教職員,;教職員;,,1539,Na
24035,kau3-chong,,教宗,;教宗;,,935,Na
24036,kau3-chui2,,夠水,;成熟;當令;,,1892,VH
24037,kau3-ge7,,到詣,;到處;,,2584,Dg
24038,kau3-gi7,,教義,;教義;,,982,Na
24039,kau3-giah8,,夠額,;充足;足夠;足額;滿額;,,1312,VH
24040,kau3-goeh8,kau3-geh8,到月,;足月;臨月;臨盆;,,2177,VA
24041,kau3-hak8,,教學,;教學;,,1729,VA
24042,kau3-hak8-hoat,,教學法,;教學法;,,1973,Na
24043,kau3-han7,,到限,;滿期;,,1596,VH
24044,kau3-hoa3,,教化,;教化;,,934,VC
24045,kau3-hoe3,kau3-he3,到歲,;及齡;足歲;,,2025,VH
24046,kau3-hoe3,,教誨,;教誨;,,871,VC
24047,kau3-hoe7,,教會,;教會;,,2963,Nc
24048,kau3-hong5,,教皇,;教皇;,,1191,Na
24049,kau3-hu7,,教父,;教父;,,874,Na
24050,kau3-hun,,夠分,;成熟;,,1391,VH
24051,kau3-hun3,,教訓,;教訓;教誨;,,908,VC
24052,kau3-iang2,kau3-iong2,教養,;教養;,,1021,Na;VC
24053,kau3-iang2-iN7,kau3-iong2-iN7,教養院,;教養院;,,1160,Nc
24054,kau3-iok8,,教育,;教育;,,1400,Na;VC
24055,kau3-iok8-he7,,教育系,;教育系;,,1710,Nc
24056,kau3-iok8-ka,,教育家,;教育家;,,3198,Na
24057,kau3-iok8-kai3,,教育界,;教育界;,,1537,Na
24058,Kau3-iok8-kiok8,,教育局,;教育局;,,1411,Nc
24059,kau3-iok8-pou7,,教育部,;教育部;,,1557,Nc
24060,Kau3-iok8-thiaN,,教育廳,;教育廳;,,1461,Nc
24061,kau3-iu2,,教友,;教友;,,890,Na
24062,kau3-kah,,到甲,;及至;以至;,,2973,P1;Cb
24063,kau3-kak,,夠角,;妥當;到家;周到;普及;極端;詳盡;認真;周全;,,3815,VA;VH
24064,kau3-kang,,夠工,;到家;周至;周到;,,2572,VA;VH
24065,kau3-kau3-me7,kau3-kau3-ma7,詬詬罵,;詬罵;,,809,VC
24066,kau3-ke3-chhau2,,到繼草,;印度牛膝;,,1898,
24067,kau3-keh,,夠格,;夠格;,,766,
24068,kau3-kek8,,夠極,;終極;極端;極點;,,1157,Nc;Na;VH
24069,kau3-kek8-kak,,到極角,;頂端;盡頭;,,2057,Nc
24070,kau3-keng3,,較勁,;較勁;,,924,VA
24071,kau3-kham2,,到坎,;到頂;極點;,,2559,Nc
24072,kau3-kham2,,夠坎,;夠格;極點;,,852,Nc
24073,kau3-kham3,,到崁,;細心;規矩;精密;,,1922,Na;VH
24074,kau3-kho-su,,教科書,;教科書;,,1744,Na
24075,kau3-khu7,,教具,;教具;,,818,Na
24076,kau3-khui3,,夠氣,;心滿意足;充足;足夠;足夠的;夠受的;夠勁;夠勁兒;滿足;充分;過癮;盡性;,,3281,VH
24077,kau3-ki5,,到期,;到期;屆期;,,2595,Dd;VH
24078,kau3-kiok8,,教局,;教局;,,770,Na
24079,kau3-koai,,教乖,;教訓;,,822,VC
24080,kau3-koaN,,教官,;教官;,,981,Na
24081,kau3-koan5,,教權,;教權;,,931,Na
